,Name,TYPE,MSE,MC,Lambda max,delta_phI,KL,Rho,A-Norm,B-Norm
92,4) - Gauss 1 - 200 UNIT - Spectral Radius: 0.95 ,1,7.212535280132215e-08,11.018301010131836,-0.3315759,0.1640276549685155,0.24286766350269318,0.9496349096298218,24.150976181030273,5.851622581481934
93,4) - Gauss 2 - 200 UNIT - Spectral Radius: 0.95 ,2,4.4525375053616756e-10,11.917606353759766,-0.65050924,0.055284078715363075,0.09318038076162338,0.5555400252342224,15.970584869384766,2.6621556282043457
94,4) - Bimodal - 200 UNIT - Spectral Radius: 0.95 ,3,1.1247922060420024e-07,9.827936172485352,-1.8757824,0.29496972728553805,0.1028757318854332,0.9455411434173584,25.64749526977539,12.44393253326416
95,4) - Trim 1 - 200 UNIT - Spectral Radius: 0.95 ,4,1.2950729377791959e-09,10.521862983703613,-0.20025414,0.09438505733309302,0.07816917449235916,0.9480983018875122,28.183332443237305,13.052837371826172
96,4) - Trim 2 - 200 UNIT - Spectral Radius: 0.95 ,5,1.6827610138658855e-10,11.740974426269531,-0.058627874,0.0819863609004829,0.05880103260278702,0.9455995559692383,26.973960876464844,11.934148788452148
97,4) - Trim 3 - 200 UNIT - Spectral Radius: 0.95 ,6,2.1090380830646183e-10,10.494041442871094,-0.11760491,0.12494645364409854,0.06335621327161789,0.9378472566604614,27.10895347595215,13.247978210449219
98,5) - Vanilla - 200 UNIT - Spectral Radius: 0.95 ,0,2.3692487047810573e-06,21.80585479736328,-0.119510554,0.061734694223671845,,0.9499993920326233,1.0,0.0
99,5) - Gauss 1 - 200 UNIT - Spectral Radius: 0.95 ,1,6.485139181222621e-08,10.699063301086426,-0.27891755,0.41290851362291675,0.2522468864917755,0.9319502115249634,25.80742835998535,7.011092185974121
100,5) - Gauss 2 - 200 UNIT - Spectral Radius: 0.95 ,2,6.005207442427718e-10,12.453756332397461,-0.698731,0.04681844103449647,0.07707587629556656,0.560024082660675,15.741604804992676,2.192882537841797
101,5) - Bimodal - 200 UNIT - Spectral Radius: 0.95 ,3,1.3609221127808269e-07,9.224048614501953,-0.27180624,0.059406399750103395,0.10614026337862015,0.9477401375770569,26.99911880493164,13.384368896484375
102,5) - Trim 1 - 200 UNIT - Spectral Radius: 0.95 ,4,6.964346321858272e-10,10.884221076965332,-0.109422825,0.31682744797176987,0.08507090061903,0.9408299922943115,25.1507511138916,11.348593711853027
103,5) - Trim 2 - 200 UNIT - Spectral Radius: 0.95 ,5,3.402178538891576e-10,11.064986228942871,-0.08731998,0.12271738206954085,0.059986814856529236,0.9417053461074829,23.139678955078125,10.657012939453125
104,5) - Trim 3 - 200 UNIT - Spectral Radius: 0.95 ,6,4.701572464682613e-10,10.051685333251953,-0.11514165,0.06851359720688645,0.05886029079556465,0.9350401759147644,25.11345863342285,12.869616508483887
105,1) - Vanilla - 250 UNIT - Spectral Radius: 0.95 ,0,2.410547267572838e-06,25.351228713989258,-0.1084602,0.09611582043111179,,0.9499967694282532,1.0,0.0
106,1) - Gauss 1 - 250 UNIT - Spectral Radius: 0.95 ,1,1.2524827752713463e-07,10.868363380432129,-0.20080231,0.34033506978537437,0.27336612343788147,0.9464325308799744,29.126054763793945,8.091721534729004
